created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text
Sat Jan 21 09:42:41 +0000 2023,‼️‼️HOLY FUCKING SHIT‼️‼️‼️‼️ IS INDONESIA MENTIONED??????!!!!!!!!!!11!1!1!1!1!1 🇮🇩🇮🇩🇮🇩 INDONESIA IS THE BEST FUCKING COUNTRY 🇮🇩🇮🇩🇮🇩🇮🇩 SOEKARNO IS SO BADASSSSS 🇮🇩🇮🇩🇮🇩🇮🇩 INDONESIAHEBAT🇮🇩 https://t.co/YPp7zXzeH6,daem_MIA,HOLY FUCKING SHIT IS INDONESIA MENTIONED1111111  INDONESIA IS THE BEST FUCKING COUNTRY  SOEKARNO IS SO BADASSSSS  INDONESIAHEBAT httpstcoYPp7zXzeH6,YA AMPUN INDONESIA DISEBUTKAN1111111 INDONESIA ADALAH NEGARA TERBAIK SOEKARNO SANGAT JAGOAN INDONESIAHEBAT httpstcoYPp7zXzeH6,ya ampun indonesia disebutkan1111111 indonesia adalah negara terbaik soekarno sangat jagoan indonesiahebat httpstcoypp7zxzeh6,ya ampun indonesia disebutkan1111111 indonesia adalah negara terbaik soekarno sangat jagoan indonesiahebat httpstcoypp7zxzeh6,ampun indonesia disebutkan1111111 indonesia negara terbaik soekarno sangat jagoan indonesiahebat httpstcoypp7zxzeh6,"['ampun', 'indonesia', 'disebutkan1111111', 'indonesia', 'negara', 'terbaik', 'soekarno', 'sangat', 'jagoan', 'indonesiahebat', 'httpstcoypp7zxzeh6']"
Thu Jan 26 23:47:38 +0000 2023,Nuclear finally in the map. Indonesia will be interconnected by 2060 with super grid and 32 GW of nuclear will be part of the mix. The ministry of energy is planning a total of 6 GW in Sumatera and 26 GW in Kalimantan of nuclear power plant. https://t.co/j1IF0hADL4,bobsoef,Nuclear finally in the map Indonesia will be interconnected by 2060 with super grid and 32 GW of nuclear will be part of the mix The ministry of energy is planning a total of 6 GW in Sumatera and 26 GW in Kalimantan of nuclear power plant httpstcoj1IF0hADL4,Nuklir Akhirnya Masuk Peta Indonesia akan Terkoneksi pada 2060 dengan Super Grid dan 32 GW Nuklir Masuk dalam Kombinasi Kementerian ESDM Rencanakan Total 6 GW di Sumatera dan 26 GW di Kalimantan PLTN httpstcoj1IF0hADL4,nuklir akhirnya masuk peta indonesia akan terkoneksi pada 2060 dengan super grid dan 32 gw nuklir masuk dalam kombinasi kementerian esdm rencanakan total 6 gw di sumatera dan 26 gw di kalimantan pltn httpstcoj1if0hadl4,nuklir akhirnya masuk peta indonesia akan terkoneksi pada 2060 dengan super grid dan 32 saya nuklir masuk dalam kombinasi kementerian esdm rencanakan total 6 saya di sumatera dan 26 saya di kalimantan pltn httpstcoj1if0hadl4,nuklir akhirnya masuk peta indonesia terkoneksi 2060 super grid 32 nuklir masuk kombinasi kementerian esdm rencanakan total 6 di sumatera 26 di kalimantan pltn httpstcoj1if0hadl4,"['nuklir', 'akhirnya', 'masuk', 'peta', 'indonesia', 'terkoneksi', '2060', 'super', 'grid', '32', 'nuklir', 'masuk', 'kombinasi', 'kementerian', 'esdm', 'rencanakan', 'total', '6', 'di', 'sumatera', '26', 'di', 'kalimantan', 'pltn', 'httpstcoj1if0hadl4']"
Wed Jan 11 14:46:35 +0000 2023,Setting the tone on the terraces shoulder to shoulder we stand with the name! From GBLA Stadium Bandung Indonesia. https://t.co/MIK7iMNHJ7,omgitsmungki,Setting the tone on the terraces shoulder to shoulder we stand with the name From GBLA Stadium Bandung Indonesia httpstcoMIK7iMNHJ7,Menetapkan nada di teras bahu-membahu kita berdiri dengan nama Dari Stadion GBLA Bandung Indonesia httpstcoMIK7iMNHJ7,menetapkan nada di teras bahu-membahu kita berdiri dengan nama dari stadion gbla bandung indonesia httpstcomik7imnhj7,menetapkan nada di teras bahu-membahu kita berdiri dengan nama dari stadion gbla bandung indonesia httpstcomik7imnhj7,menetapkan nada teras bahu-membahu berdiri nama stadion gbla bandung indonesia httpstcomik7imnhj7,"['menetapkan', 'nada', 'teras', 'bahu', '-', 'membahu', 'berdiri', 'nama', 'stadion', 'gbla', 'bandung', 'indonesia', 'httpstcomik7imnhj7']"
Sat Jan 07 11:46:25 +0000 2023,Blue hour is happening in indonesia rn ;(( i call it TXT effect https://t.co/03B9OwXKzk,beargyuxth,Blue hour is happening in indonesia rn  i call it TXT effect httpstco03B9OwXKzk,Blue hour sedang terjadi di Indonesia saat ini saya menyebutnya efek TXT httpstco03B9OwXKzk,blue hour sedang terjadi di indonesia saat ini saya menyebutnya efek txt httpstco03b9owxkzk,blue hour sedang terjadi di indonesia saat ini saya menyebutnya efek txt httpstco03b9owxkzk,blue hour sedang terjadi indonesia ini menyebutnya efek txt httpstco03b9owxkzk,"['blue', 'hour', 'sedang', 'terjadi', 'indonesia', 'ini', 'menyebutnya', 'efek', 'txt', 'httpstco03b9owxkzk']"
Fri Jan 20 13:28:59 +0000 2023,19/1/2023 🇮🇩 Indonesian Navy @_TNIAL_ warship (KRI Bontang-907) and aircraft (NC212) shadowed 🇨🇳 Chinese Coast Guard vessel CCG 5901 sailing east of 🇮🇩🇲🇾 continental shelf boundary They shadowed the vessel until it moved away ~33NM from the boundary KRI Bontang https://t.co/QBkoIbFBAx,JatosintRSV,1912023  Indonesian Navy  warship KRI Bontang907 and aircraft NC212 shadowed  Chinese Coast Guard vessel CCG 5901 sailing east of  continental shelf boundary They shadowed the vessel until it moved away 33NM from the boundary KRI Bontang httpstcoQBkoIbFBAx,1912023 Kapal perang TNI AL KRI Bontang 907 beserta pesawat NC212 membayangi kapal Coast Guard China CCG 5901 yang berlayar di sebelah timur batas landas kontinen Mereka membayangi kapal tersebut hingga bergerak menjauh 33NM dari batas landas kontinen KRI Bontang httpstcoQBkoIbFBAx,1912023 kapal perang tni al kri bontang 907 beserta pesawat nc212 membayangi kapal coast guard china ccg 5901 yang berlayar di sebelah timur batas landas kontinen mereka membayangi kapal tersebut hingga bergerak menjauh 33nm dari batas landas kontinen kri bontang httpstcoqbkoibfbax,1912023 kapal perang tni al kri bontang 907 beserta pesawat nc212 membayangi kapal coast guard china ccg 5901 yang berlayar di sebelah timur batas landas kontinen mereka membayangi kapal tersebut hingga bergerak menjauh 33nm dari batas landas kontinen kri bontang httpstcoqbkoibfbax,1912023 kapal perang tni al kri bontang 907 beserta pesawat nc212 membayangi kapal coast guard china ccg 5901 berlayar sebelah timur batas landas kontinen membayangi kapal tersebut hingga bergerak menjauh 33nm batas landas kontinen kri bontang httpstcoqbkoibfbax,"['1912023', 'kapal', 'perang', 'tni', 'al', 'kri', 'bontang', '907', 'beserta', 'pesawat', 'nc212', 'membayangi', 'kapal', 'coast', 'guard', 'china', 'ccg', '5901', 'berlayar', 'sebelah', 'timur', 'batas', 'landas', 'kontinen', 'membayangi', 'kapal', 'tersebut', 'hingga', 'bergerak', 'menjauh', '33', 'nm', 'batas', 'landas', 'kontinen', 'kri', 'bontang', 'httpstcoqbkoibfbax']"
Mon Jan 02 07:00:51 +0000 2023,Indonesian EXO-L are you ready for EXO-SC BACK TO BACK FANCON in Jakarta? Event date : 4 February 2023 Venue : Beach City International Stadium https://t.co/uDMfgDsKKl,ime_indonesia,Indonesian EXOL are you ready for EXOSC BACK TO BACK FANCON in Jakarta Event date  4 February 2023 Venue  Beach City International Stadium httpstcouDMfgDsKKl,EXOL Indonesia sudah siap untuk EXOSC BACK TO BACK FANCON di Jakarta Tanggal acara 4 Februari 2023 Tempat Beach City International Stadium httpstcouDMfgDsKKl,exol indonesia sudah siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium httpstcoudmfgdskkl,exol indonesia sudah siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium httpstcoudmfgdskkl,exol indonesia siap exosc back to back fancon jakarta tanggal acara 4 februari 2023 tempat beach city international stadium httpstcoudmfgdskkl,"['exol', 'indonesia', 'siap', 'exosc', 'back', 'to', 'back', 'fancon', 'jakarta', 'tanggal', 'acara', '4', 'februari', '2023', 'tempat', 'beach', 'city', 'international', 'stadium', 'httpstcoudmfgdskkl']"
Wed Jan 11 14:25:40 +0000 2023,Hi @UNESCO This is a part of Jogja that may or may not be revealed when they apply for World Heritage status.,BuruhYogyakarta,Hi  This is a part of Jogja that may or may not be revealed when they apply for World Heritage status,Hai Ini adalah bagian dari Jogja yang mungkin atau mungkin tidak terungkap ketika mereka mengajukan status Warisan Dunia,hai ini adalah bagian dari jogja yang mungkin atau mungkin tidak terungkap ketika mereka mengajukan status warisan dunia,hai ini adalah bagian dari jogja yang mungkin atau mungkin tidak terungkap ketika mereka mengajukan status warisan dunia,hai adalah bagian jogja mungkin mungkin terungkap mereka mengajukan status warisan dunia,"['hai', 'adalah', 'bagian', 'jogja', 'mungkin', 'mungkin', 'terungkap', 'mereka', 'mengajukan', 'status', 'warisan', 'dunia']"
Mon Jan 02 07:07:22 +0000 2023,(230103) Indonesian EXO-L are you ready for EXO-SC BACK TO BACK FANCON in Jakarta? Event date : 4 February 2023 Venue : Beach City International Stadium *** ARE YOU READYYY??? https://t.co/stmSlX6u8r,xunqi_indonesia,230103 Indonesian EXOL are you ready for EXOSC BACK TO BACK FANCON in Jakarta Event date  4 February 2023 Venue  Beach City International Stadium  ARE YOU READYYY httpstcostmSlX6u8r,230103 EXOL Indonesia apakah kalian siap untuk EXOSC BACK TO BACK FANCON di Jakarta Tanggal acara 4 Februari 2023 Tempat Beach City International Stadium APAKAH KAMU SIAP? httpstcostmSlX6u8r,230103 exol indonesia apakah kalian siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium apakah kamu siap? httpstcostmslx6u8r,230103 exol indonesia apakah kalian siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium apakah kamu siap? httpstcostmslx6u8r,230103 exol indonesia kalian siap exosc back to back fancon jakarta tanggal acara 4 februari 2023 tempat beach city international stadium kamu siap? httpstcostmslx6u8r,"['230103', 'exol', 'indonesia', 'kalian', 'siap', 'exosc', 'back', 'to', 'back', 'fancon', 'jakarta', 'tanggal', 'acara', '4', 'februari', '2023', 'tempat', 'beach', 'city', 'international', 'stadium', 'kamu', 'siap', '?', 'httpstcostmslx6u8r']"
Sun Jan 08 16:26:45 +0000 2023,After a long exhausting day full of uncertainties the final and third bus of Indonesian athletes came Caught on this vid arr Coach Herry Fikri Fajar Ahsan Hendra Jonatan Putri KW Rinov Daniel Leo Bagas Yere and Chico. But Gregoria and Rian were also there! https://t.co/jQXPo3zTsR,hannagyeongs,After a long exhausting day full of uncertainties the final and third bus of Indonesian athletes came Caught on this vid arr Coach Herry Fikri Fajar Ahsan Hendra Jonatan Putri KW Rinov Daniel Leo Bagas Yere and Chico But Gregoria and Rian were also there httpstcojQXPo3zTsR,Setelah seharian penuh ketidakpastian akhirnya bus ketiga atlet Indonesia pun datang. Tertangkap dalam video ini adalah Coach Herry Fikri Fajar Ahsan Hendra Jonatan Putri KW Rinov Daniel Leo Bagas Yere dan Chico Namun Gregoria dan Rian juga hadir di sana httpstcojQXPo3zTsR,setelah seharian penuh ketidakpastian akhirnya bus ketiga atlet indonesia pun datang. tertangkap dalam video ini adalah coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere dan chico namun gregoria dan rian juga hadir di sana httpstcojqxpo3ztsr,setelah seharian penuh ketidakpastian akhirnya bus ketiga atlet indonesia pun datang. tertangkap dalam video ini adalah coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere dan chico namun gregoria dan rian juga hadir di sana httpstcojqxpo3ztsr,seharian penuh ketidakpastian akhirnya bus ketiga atlet indonesia datang. tertangkap video adalah coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere chico gregoria rian hadir sana httpstcojqxpo3ztsr,"['seharian', 'penuh', 'ketidakpastian', 'akhirnya', 'bus', 'ketiga', 'atlet', 'indonesia', 'datang', '.', 'tertangkap', 'video', 'adalah', 'coach', 'herry', 'fikri', 'fajar', 'ahsan', 'hendra', 'jonatan', 'putri', 'kw', 'rinov', 'daniel', 'leo', 'bagas', 'yere', 'chico', 'gregoria', 'rian', 'hadir', 'sana', 'httpstcojqxpo3ztsr']"
Sun Jan 15 08:59:39 +0000 2023,if it's done in Indonesia Indonesia will be the first country txt uses to shoot their mv tittle track https://t.co/ScMER0FWKf,noygyu,if its done in Indonesia Indonesia will be the first country txt uses to shoot their mv tittle track httpstcoScMER0FWKf,jika dilakukan di Indonesia Indonesia akan menjadi negara pertama yang digunakan TXT untuk syuting MV mereka httpstcoScMER0FWKf,jika dilakukan di indonesia indonesia akan menjadi negara pertama yang digunakan txt untuk syuting mv mereka httpstcoscmer0fwkf,jika dilakukan di indonesia indonesia akan menjadi negara pertama yang digunakan txt untuk syuting mv mereka httpstcoscmer0fwkf,dilakukan indonesia indonesia menjadi negara pertama digunakan txt syuting mv httpstcoscmer0fwkf,"['dilakukan', 'indonesia', 'indonesia', 'menjadi', 'negara', 'pertama', 'digunakan', 'txt', 'syuting', 'mv', 'httpstcoscmer0fwkf']"
Tue Jan 17 10:15:30 +0000 2023,Video shows Chinese workers attack Indonesian workers with metal bars at Belt and Road Initiative project on Indonesia s Sulawesi island https://t.co/pCU70AfMSc https://t.co/wYNrPlG72Z,TaiwanNewsEN,Video shows Chinese workers attack Indonesian workers with metal bars at Belt and Road Initiative project on Indonesia s Sulawesi island httpstcopCU70AfMSc httpstcowYNrPlG72Z,"Video menunjukkan pekerja Tiongkok menyerang pekerja Indonesia dengan batang logam di proyek Inisiatif Sabuk dan Jalan di pulau Sulawesi, Indonesia httpstcopCU70AfMSc httpstcowYNrPlG72Z","video menunjukkan pekerja tiongkok menyerang pekerja indonesia dengan batang logam di proyek inisiatif sabuk dan jalan di pulau sulawesi, indonesia httpstcopcu70afmsc httpstcowynrplg72z","video menunjukkan pekerja tiongkok menyerang pekerja indonesia dengan batang logam di proyek inisiatif sabuk dan jalan di pulau sulawesi, indonesia httpstcopcu70afmsc httpstcowynrplg72z","video menunjukkan pekerja tiongkok menyerang pekerja indonesia batang logam proyek inisiatif sabuk jalan pulau sulawesi, indonesia httpstcopcu70afmsc httpstcowynrplg72z","['video', 'menunjukkan', 'pekerja', 'tiongkok', 'menyerang', 'pekerja', 'indonesia', 'batang', 'logam', 'proyek', 'inisiatif', 'sabuk', 'jalan', 'pulau', 'sulawesi', ',', 'indonesia', 'httpstcopcu70afmsc', 'httpstcowynrplg72z']"
Tue Jan 03 05:09:11 +0000 2023,Indonesia is ready for its ASEAN Chairmanship this year! Bismillah https://t.co/UHxhWlUAZB,Menlu_RI,Indonesia is ready for its ASEAN Chairmanship this year Bismillah httpstcoUHxhWlUAZB,Indonesia siap menjadi Ketua ASEAN tahun ini Bismillah httpstcoUHxhWlUAZB,indonesia siap menjadi ketua asean tahun ini bismillah httpstcouhxhwluazb,indonesia siap menjadi ketua asean tahun ini bismillah httpstcouhxhwluazb,indonesia siap menjadi ketua asean tahun bismillah httpstcouhxhwluazb,"['indonesia', 'siap', 'menjadi', 'ketua', 'asean', 'tahun', 'bismillah', 'httpstcouhxhwluazb']"
Tue Jan 24 11:01:33 +0000 2023,🇷🇺🇮🇩 Ambassador of the Russian Federation to the Republic of Indonesia H.E. Mrs Lyudmila Vorobieva paid a visit to pesantren Nurul Imam as a sign of a friendship between muslims of Russia and Indonesia. Bandung ️ 24 January 2023 https://t.co/juSu4VqP43,RusEmbJakarta, Ambassador of the Russian Federation to the Republic of Indonesia HE Mrs Lyudmila Vorobieva paid a visit to pesantren Nurul Imam as a sign of a friendship between muslims of Russia and Indonesia Bandung  24 January 2023 httpstcojuSu4VqP43,Duta Besar Federasi Rusia untuk Republik Indonesia YM Lyudmila Vorobieva melakukan kunjungan ke pesantren Nurul Imam sebagai tanda persahabatan antara umat Islam Rusia dan Indonesia Bandung 24 Januari 2023 httpstcojuSu4VqP43,duta besar federasi rusia untuk republik indonesia ym lyudmila vorobieva melakukan kunjungan ke pesantren nurul imam sebagai tanda persahabatan antara umat islam rusia dan indonesia bandung 24 januari 2023 httpstcojusu4vqp43,duta besar federasi rusia untuk republik indonesia ym lyudmila vorobieva melakukan kunjungan ke pesantren nurul imam sebagai tanda persahabatan antara umat islam rusia dan indonesia bandung 24 januari 2023 httpstcojusu4vqp43,duta besar federasi rusia republik indonesia ym lyudmila vorobieva melakukan kunjungan pesantren nurul imam tanda persahabatan umat islam rusia indonesia bandung 24 januari 2023 httpstcojusu4vqp43,"['duta', 'besar', 'federasi', 'rusia', 'republik', 'indonesia', 'ym', 'lyudmila', 'vorobieva', 'melakukan', 'kunjungan', 'pesantren', 'nurul', 'imam', 'tanda', 'persahabatan', 'umat', 'islam', 'rusia', 'indonesia', 'bandung', '24', 'januari', '2023', 'httpstcojusu4vqp43']"
Thu Jan 12 11:00:37 +0000 2023,Dita : I'm the first Indonesian K-pop girl group member like it feels amazing for to finally have Indonesian women to be in this industry and at the same time it's kind of like it's like a mix of Good Feeling and like pressure I think. @5ecretNumber https://t.co/DQs2EWCAWV,ghrs5t5untkjd10,Dita  Im the first Indonesian Kpop girl group member like it feels amazing for to finally have Indonesian women to be in this industry and at the same time its kind of like its like a mix of Good Feeling and like pressure I think  httpstcoDQs2EWCAWV,"Dita, aku adalah anggota girl grup Kpop Indonesia pertama. Rasanya luar biasa akhirnya ada wanita Indonesia yang masuk ke industri ini. Dan di saat yang sama, rasanya seperti campuran antara Perasaan Baik dan tekanan. Menurutku httpstcoDQs2EWCAWV","dita, aku adalah anggota girl grup kpop indonesia pertama. rasanya luar biasa akhirnya ada wanita indonesia yang masuk ke industri ini. dan di saat yang sama, rasanya seperti campuran antara perasaan baik dan tekanan. menurutku httpstcodqs2ewcawv","dita, aku adalah anggota girl grup kpop indonesia pertama. rasanya luar biasa akhirnya ada wanita indonesia yang masuk ke industri ini. dan di saat yang sama, rasanya seperti campuran antara perasaan baik dan tekanan. menurutku httpstcodqs2ewcawv","dita, aku anggota girl grup kpop indonesia pertama. rasanya luar biasa akhirnya wanita indonesia masuk industri ini. di yang sama, rasanya campuran perasaan baik tekanan. menurutku httpstcodqs2ewcawv","['dita', ',', 'aku', 'anggota', 'girl', 'grup', 'kpop', 'indonesia', 'pertama', '.', 'rasanya', 'luar', 'biasa', 'akhirnya', 'wanita', 'indonesia', 'masuk', 'industri', 'ini', '.', 'di', 'yang', 'sama', ',', 'rasanya', 'campuran', 'perasaan', 'baik', 'tekanan', '.', 'menurutku', 'httpstcodqs2ewcawv']"
