created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text,stemming_text,sentimen
Wed Jan 11 14:25:40 +0000 2023,Hi @UNESCO This is a part of Jogja that may or may not be revealed when they apply for World Heritage status.,BuruhYogyakarta,Hi UNESCO This is a part of Jogja that may or may not be revealed when they apply for World Heritage status,Hai UNESCO Ini adalah bagian dari Jogja yang mungkin atau mungkin tidak terungkap ketika mereka mengajukan status Warisan Dunia,hai unesco ini adalah bagian dari jogja yang mungkin atau mungkin tidak terungkap ketika mereka mengajukan status warisan dunia,hai unesco ini adalah bagian dari jogja yang mungkin atau mungkin tidak terungkap ketika mereka mengajukan status warisan dunia,hai unesco jogja terungkap mengajukan status warisan dunia,"['hai', 'unesco', 'jogja', 'terungkap', 'mengajukan', 'status', 'warisan', 'dunia']",hai unesco jogja ungkap aju status waris dunia,Positif
Mon Jan 02 07:07:22 +0000 2023,(230103) Indonesian EXO-L are you ready for EXO-SC BACK TO BACK FANCON in Jakarta? Event date : 4 February 2023 Venue : Beach City International Stadium *** ARE YOU READYYY??? https://t.co/stmSlX6u8r,xunqi_indonesia,230103 Indonesian EXOL are you ready for EXOSC BACK TO BACK FANCON in Jakarta Event date 4 February 2023 Venue Beach City International Stadium ARE YOU READYYY,230103 EXOL Indonesia apakah kalian siap untuk EXOSC BACK TO BACK FANCON di Jakarta Tanggal acara 4 Februari 2023 Tempat Beach City International Stadium APAKAH KAMU SIAP?,230103 exol indonesia apakah kalian siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium apakah kamu siap?,230103 exol indonesia apakah kalian siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium apakah kamu siap?,230103 exol indonesia exosc back to back fancon jakarta tanggal acara 4 februari 2023 beach city international stadium siap?,"['230103', 'exol', 'indonesia', 'exosc', 'back', 'to', 'back', 'fancon', 'jakarta', 'tanggal', 'acara', '4', 'februari', '2023', 'beach', 'city', 'international', 'stadium', 'siap', '?']",230103 exol indonesia exosc back to back fancon jakarta tanggal acara 4 februari 2023 beach city international stadium siap,Positif
Sun Jan 08 16:26:45 +0000 2023,After a long exhausting day full of uncertainties the final and third bus of Indonesian athletes came Caught on this vid arr Coach Herry Fikri Fajar Ahsan Hendra Jonatan Putri KW Rinov Daniel Leo Bagas Yere and Chico. But Gregoria and Rian were also there! https://t.co/jQXPo3zTsR,hannagyeongs,After a long exhausting day full of uncertainties the final and third bus of Indonesian athletes came Caught on this vid arr Coach Herry Fikri Fajar Ahsan Hendra Jonatan Putri KW Rinov Daniel Leo Bagas Yere and Chico But Gregoria and Rian were also there,Setelah seharian penuh ketidakpastian akhirnya bus ketiga atlet Indonesia pun datang. Tertangkap dalam video ini adalah Coach Herry Fikri Fajar Ahsan Hendra Jonatan Putri KW Rinov Daniel Leo Bagas Yere dan Chico Namun Gregoria dan Rian juga hadir di sana.,setelah seharian penuh ketidakpastian akhirnya bus ketiga atlet indonesia pun datang. tertangkap dalam video ini adalah coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere dan chico namun gregoria dan rian juga hadir di sana.,setelah seharian penuh ketidakpastian akhirnya bus ketiga atlet indonesia pun datang. tertangkap dalam video ini adalah coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere dan chico namun gregoria dan rian juga hadir di sana.,seharian penuh ketidakpastian bus ketiga atlet indonesia datang. tertangkap video coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere chico gregoria rian hadir sana.,"['seharian', 'penuh', 'ketidakpastian', 'bus', 'ketiga', 'atlet', 'indonesia', 'datang', '.', 'tertangkap', 'video', 'coach', 'herry', 'fikri', 'fajar', 'ahsan', 'hendra', 'jonatan', 'putri', 'kw', 'rinov', 'daniel', 'leo', 'bagas', 'yere', 'chico', 'gregoria', 'rian', 'hadir', 'sana', '.']",hari penuh ketidakpastian bus tiga atlet indonesia datang tangkap video coach herry fikri fajar ahsan hendra jonatan putri kw rinov daniel leo bagas yere chico gregoria rian hadir sana,Netral
Sun Jan 15 08:59:39 +0000 2023,if it's done in Indonesia Indonesia will be the first country txt uses to shoot their mv tittle track https://t.co/ScMER0FWKf,noygyu,if its done in Indonesia Indonesia will be the first country txt uses to shoot their mv tittle track,jika dilakukan di Indonesia Indonesia akan menjadi negara pertama yang digunakan TXT untuk syuting MV mereka,jika dilakukan di indonesia indonesia akan menjadi negara pertama yang digunakan txt untuk syuting mv mereka,jika dilakukan di indonesia indonesia akan menjadi negara pertama yang digunakan txt untuk syuting mv mereka,indonesia indonesia negara txt syuting mv,"['indonesia', 'indonesia', 'negara', 'txt', 'syuting', 'mv']",indonesia indonesia negara txt syuting mv,Positif
Tue Jan 17 10:15:30 +0000 2023,Video shows Chinese workers attack Indonesian workers with metal bars at Belt and Road Initiative project on Indonesia s Sulawesi island https://t.co/pCU70AfMSc https://t.co/wYNrPlG72Z,TaiwanNewsEN,Video shows Chinese workers attack Indonesian workers with metal bars at Belt and Road Initiative project on Indonesia s Sulawesi island,"Video menunjukkan pekerja Tiongkok menyerang pekerja Indonesia dengan batang besi di proyek Inisiatif Sabuk dan Jalan di pulau Sulawesi, Indonesia","video menunjukkan pekerja tiongkok menyerang pekerja indonesia dengan batang besi di proyek inisiatif sabuk dan jalan di pulau sulawesi, indonesia","video menunjukkan pekerja tiongkok menyerang pekerja indonesia dengan batang besi di proyek inisiatif sabuk dan jalan di pulau sulawesi, indonesia","video pekerja tiongkok menyerang pekerja indonesia batang besi proyek inisiatif sabuk jalan pulau sulawesi, indonesia","['video', 'pekerja', 'tiongkok', 'menyerang', 'pekerja', 'indonesia', 'batang', 'besi', 'proyek', 'inisiatif', 'sabuk', 'jalan', 'pulau', 'sulawesi', ',', 'indonesia']",video kerja tiongkok serang kerja indonesia batang besi proyek inisiatif sabuk jalan pulau sulawesi indonesia,Positif
Tue Jan 03 05:09:11 +0000 2023,Indonesia is ready for its ASEAN Chairmanship this year! Bismillah https://t.co/UHxhWlUAZB,Menlu_RI,Indonesia is ready for its ASEAN Chairmanship this year Bismillah,Indonesia siap menjadi Ketua ASEAN tahun ini Bismillah,indonesia siap menjadi ketua asean tahun ini bismillah,indonesia siap menjadi ketua asean tahun ini bismillah,indonesia ketua asean bismillah,"['indonesia', 'ketua', 'asean', 'bismillah']",indonesia ketua asean bismillah,Negatif
Tue Jan 24 11:01:33 +0000 2023,🇷🇺🇮🇩 Ambassador of the Russian Federation to the Republic of Indonesia H.E. Mrs Lyudmila Vorobieva paid a visit to pesantren Nurul Imam as a sign of a friendship between muslims of Russia and Indonesia. Bandung ️ 24 January 2023 https://t.co/juSu4VqP43,RusEmbJakarta,🇷🇺🇮🇩 Ambassador of the Russian Federation to the Republic of Indonesia HE Mrs Lyudmila Vorobieva paid a visit to pesantren Nurul Imam as a sign of a friendship between muslims of Russia and Indonesia Bandung ️ 24 January 2023,🇷🇺🇮🇩 Duta Besar Federasi Rusia untuk Republik Indonesia YM Ibu Lyudmila Vorobieva melakukan kunjungan ke pesantren Nurul Imam sebagai tanda persahabatan antara umat Islam Rusia dan Indonesia Bandung ️ 24 Januari 2023,🇷🇺🇮🇩 duta besar federasi rusia untuk republik indonesia ym ibu lyudmila vorobieva melakukan kunjungan ke pesantren nurul imam sebagai tanda persahabatan antara umat islam rusia dan indonesia bandung ️ 24 januari 2023,🇷🇺🇮🇩 duta besar federasi rusia untuk republik indonesia ym ibu lyudmila vorobieva melakukan kunjungan ke pesantren nurul imam sebagai tanda persahabatan antara umat islam rusia dan indonesia bandung ️ 24 januari 2023,🇷🇺🇮🇩 duta federasi rusia republik indonesia ym lyudmila vorobieva kunjungan pesantren nurul imam tanda persahabatan umat islam rusia indonesia bandung ️ 24 januari 2023,"['🇷', '🇺', '🇮', '🇩', 'duta', 'federasi', 'rusia', 'republik', 'indonesia', 'ym', 'lyudmila', 'vorobieva', 'kunjungan', 'pesantren', 'nurul', 'imam', 'tanda', 'persahabatan', 'umat', 'islam', 'rusia', 'indonesia', 'bandung', '️', '24', 'januari', '2023']",duta federasi rusia republik indonesia ym lyudmila vorobieva kunjung pesantren nurul imam tanda sahabat umat islam rusia indonesia bandung 24 januari 2023,Netral
Thu Jan 12 11:00:37 +0000 2023,Dita : I'm the first Indonesian K-pop girl group member like it feels amazing for to finally have Indonesian women to be in this industry and at the same time it's kind of like it's like a mix of Good Feeling and like pressure I think. @5ecretNumber https://t.co/DQs2EWCAWV,ghrs5t5untkjd10,Dita Im the first Indonesian Kpop girl group member like it feels amazing for to finally have Indonesian women to be in this industry and at the same time its kind of like its like a mix of Good Feeling and like pressure I think 5ecretNumber,"Dita, aku adalah anggota girlband Kpop Indonesia pertama. Rasanya luar biasa akhirnya ada wanita Indonesia yang masuk ke industri ini. Dan di saat yang sama, rasanya seperti campuran antara Perasaan Baik dan tekanan. Menurutku 5ecretNumber","dita, aku adalah anggota girlband kpop indonesia pertama. rasanya luar biasa akhirnya ada wanita indonesia yang masuk ke industri ini. dan di saat yang sama, rasanya seperti campuran antara perasaan baik dan tekanan. menurutku 5ecretnumber","dita, aku adalah anggota girlband kpop indonesia pertama. rasanya luar biasa akhirnya ada wanita indonesia yang masuk ke industri ini. dan di saat yang sama, rasanya seperti campuran antara perasaan baik dan tekanan. menurutku 5ecretnumber","dita, anggota girlband kpop indonesia pertama. wanita indonesia masuk industri ini. sama, campuran perasaan tekanan. menurutku 5ecretnumber","['dita', ',', 'anggota', 'girlband', 'kpop', 'indonesia', 'pertama', '.', 'wanita', 'indonesia', 'masuk', 'industri', 'ini', '.', 'sama', ',', 'campuran', 'perasaan', 'tekanan', '.', 'menurutku', '5ecretnumber']",dita anggota girlband kpop indonesia pertama wanita indonesia masuk industri ini sama campur asa tekan turut 5ecretnumber,Positif
Wed Jan 25 13:23:31 +0000 2023,Imagine being actually proud of Indonesian Actors only to get bombarded with overproud banget ada Indonesia doang ,kristoimmanuel,Imagine being actually proud of Indonesian Actors only to get bombarded with overproud banget ada Indonesia doang,Bayangkan jika sebenarnya kamu bangga dengan Aktor Indonesia hanya untuk dibombardir dengan kata-kata yang terlalu bangga banget ada Indonesia doang,bayangkan jika sebenarnya kamu bangga dengan aktor indonesia hanya untuk dibombardir dengan kata-kata yang terlalu bangga banget ada indonesia doang,bayangkan jika sebenarnya kamu bangga dengan aktor indonesia hanya untuk dibombardir dengan kata-kata yang terlalu bangga banget ada indonesia doang,bayangkan bangga aktor indonesia dibombardir kata-kata bangga banget indonesia doang,"['bayangkan', 'bangga', 'aktor', 'indonesia', 'dibombardir', 'kata', '-', 'kata', 'bangga', 'banget', 'indonesia', 'doang']",bayang bangga aktor indonesia bombardir kata - kata bangga banget indonesia doang,Netral
Fri Jan 27 13:01:14 +0000 2023,Welcome to Indonesia Bright Vachirawit @bbrightvc #IchitanDreamBright #IchitanxBright #bbrightvc #Ichitanindo #Ichitan https://t.co/tlnh5WyE1j,Ichitanindo,Welcome to Indonesia Bright Vachirawit bbrightvc IchitanDreamBright IchitanxBright bbrightvc Ichitanindo Ichitan,Selamat Datang di Indonesia Bright Vachirawit bbrightvc IchitanDreamBright IchitanxBright bbrightvc Ichitanindo Ichitan,selamat datang di indonesia bright vachirawit bbrightvc ichitandreambright ichitanxbright bbrightvc ichitanindo ichitan,selamat datang di indonesia bright vachirawit bbrightvc ichitandreambright ichitanxbright bbrightvc ichitanindo ichitan,selamat indonesia bright vachirawit bbrightvc ichitandreambright ichitanxbright bbrightvc ichitanindo ichitan,"['selamat', 'indonesia', 'bright', 'vachirawit', 'bbrightvc', 'ichitandreambright', 'ichitanxbright', 'bbrightvc', 'ichitanindo', 'ichitan']",selamat indonesia bright vachirawit bbrightvc ichitandreambright ichitanxbright bbrightvc ichitanindo ichitan,Negatif
Sun Jan 08 13:49:18 +0000 2023,INDONESIA &amp; PHILIPPINES Dominating the UpperBrackets ,MirkoCasts,INDONESIA amp PHILIPPINES Dominating the UpperBrackets,INDONESIA dan FILIPINA Mendominasi Upper Brackets,indonesia dan filipina mendominasi upper brackets,indonesia dan filipina mendominasi upper brackets,indonesia filipina mendominasi upper brackets,"['indonesia', 'filipina', 'mendominasi', 'upper', 'brackets']",indonesia filipina dominasi upper brackets,Positif
Tue Jan 10 07:49:38 +0000 2023,congrats indonesian fans! #ไบร์ทวิน #BrightWin https://t.co/vETsafvCR4,picsofbw,congrats indonesian fans ไบร์ทวิน BrightWin,selamat kepada penggemar Indonesia BrightWin BrightWin,selamat kepada penggemar indonesia brightwin brightwin,selamat kepada penggemar indonesia brightwin brightwin,selamat penggemar indonesia brightwin brightwin,"['selamat', 'penggemar', 'indonesia', 'brightwin', 'brightwin']",selamat gemar indonesia brightwin brightwin,Netral
Sun Jan 01 05:59:07 +0000 2023,@Troll__Footbal Seriously. You should start watching Indonesian BRI Liga 1. It's a complete package of football rugby MMA. Every match is a 'Live or Die'. Because after the match some dies some lives. If a team lost the supporters can invade the pitch to console the players. Best league!,LthAgung,TrollFootbal Seriously You should start watching Indonesian BRI Liga 1 Its a complete package of football rugby MMA Every match is a Live or Die Because after the match some dies some lives If a team lost the supporters can invade the pitch to console the players Best league,TrollFootbal Serius Kalian harus mulai nonton BRI Liga 1 Indonesia Paket lengkap sepak bola rugby MMA Setiap pertandingan adalah Hidup atau Mati Karena setelah pertandingan ada yang mati ada yang hidup Jika sebuah tim kalah para pendukung bisa menyerbu lapangan untuk menghibur para pemain Liga terbaik,trollfootbal serius kalian harus mulai nonton bri liga 1 indonesia paket lengkap sepak bola rugby mma setiap pertandingan adalah hidup atau mati karena setelah pertandingan ada yang mati ada yang hidup jika sebuah tim kalah para pendukung bisa menyerbu lapangan untuk menghibur para pemain liga terbaik,trollfootbal serius kalian harus mulai nonton bri liga 1 indonesia paket lengkap sepak bola rugby mma setiap pertandingan adalah hidup atau mati karena setelah pertandingan ada yang mati ada yang hidup jika sebuah tim kalah para pendukung bisa menyerbu lapangan untuk menghibur para pemain liga terbaik,trollfootbal serius nonton bri liga 1 indonesia paket lengkap sepak bola rugby mma pertandingan hidup mati pertandingan mati hidup tim kalah pendukung menyerbu lapangan menghibur pemain liga terbaik,"['trollfootbal', 'serius', 'nonton', 'bri', 'liga', '1', 'indonesia', 'paket', 'lengkap', 'sepak', 'bola', 'rugby', 'mma', 'pertandingan', 'hidup', 'mati', 'pertandingan', 'mati', 'hidup', 'tim', 'kalah', 'pendukung', 'menyerbu', 'lapangan', 'menghibur', 'pemain', 'liga', 'terbaik']",trollfootbal serius nonton bri liga 1 indonesia paket lengkap sepak bola rugby mma tanding hidup mati tanding mati hidup tim kalah dukung serbu lapang hibur main liga baik,Netral
Sat Jan 28 09:44:12 +0000 2023,IT'S ALL INDONESIAN FINAL! THANK YOU JOJO &amp; CHICO! #IndonesiaMastersSuper500 https://t.co/fX2OSUi7Vj,bulutangkisINA,ITS ALL INDONESIAN FINAL THANK YOU JOJO amp CHICO IndonesiaMastersSuper500,INI SEMUANYA FINAL INDONESIA TERIMA KASIH JOJO amp CHICO IndonesiaMastersSuper500,ini semuanya final indonesia terima kasih jojo amp chico indonesiamasterssuper500,ini semuanya final indonesia terima kasih jojo amp chico indonesiamasterssuper500,final indonesia terima kasih jojo amp chico indonesiamasterssuper500,"['final', 'indonesia', 'terima', 'kasih', 'jojo', 'amp', 'chico', 'indonesiamasterssuper500']",final indonesia terima kasih jojo amp chico indonesiamasterssuper500,Netral
Sat Jan 28 09:42:02 +0000 2023,@BWFScore ALL INDONESIA FINAL IN MS SECTOR FOR THE FIRST TIME AFTER ALMOST 3.5 YEARS (last time: Australia Open 2019) ALSO CHICO FROM 3-11 TO 27-25 IN THE SECOND GAME WAS HELLA AMAZING WOW GOOD LUCK CHICO FINAL BESOKK,just_uptome,BWFScore ALL INDONESIA FINAL IN MS SECTOR FOR THE FIRST TIME AFTER ALMOST 35 YEARS last time Australia Open 2019 ALSO CHICO FROM 311 TO 2725 IN THE SECOND GAME WAS HELLA AMAZING WOW GOOD LUCK CHICO FINAL BESOKK,BWFScore ALL INDONESIA FINAL DI SEKTOR MS UNTUK PERTAMA KALINYA SETELAH HAMPIR 35 TAHUN terakhir Australia Open 2019 JUGA CHICO DARI 311 KE 2725 DI GAME KEDUA LUAR BIASA LUAR BIASA WOW SEMOGA BERUNTUNG CHICO FINAL BESOKK,bwfscore all indonesia final di sektor ms untuk pertama kalinya setelah hampir 35 tahun terakhir australia open 2019 juga chico dari 311 ke 2725 di game kedua luar biasa luar biasa wow semoga beruntung chico final besokk,bwfscore all indonesia final di sektor ms untuk pertama kalinya setelah hampir 35 tahun terakhir australia open 2019 juga chico dari 311 ke 2725 di game kedua luar biasa luar biasa wow semoga beruntung chico final besok,bwfscore all indonesia final sektor ms kalinya 35 australia open 2019 chico 311 2725 game wow semoga beruntung chico final besok,"['bwfscore', 'all', 'indonesia', 'final', 'sektor', 'ms', 'kalinya', '35', 'australia', 'open', '2019', 'chico', '311', '2725', 'game', 'wow', 'semoga', 'beruntung', 'chico', 'final', 'besok']",bwfscore all indonesia final sektor ms kali 35 australia open 2019 chico 311 2725 game wow moga untung chico final besok,Negatif
